sentence,sentiment
Yes sab jhuth hai koi salman khan humlogo se baat nhi karne wale,1
wah wah Turkes,1
Jabrdsth bhai jaan..,2
Mare favroute sallu vi...,2
bhai sidhi baat kewal mere saath,1
sarukh or amir khan bhi apke samne fel; he,2
ahhhhhh mujhe milna hai tumse pls sona ek bar mil lete hai na mujhe tumhe aise apne samne dekhna hai tumse bat karna hai :-( :-( :-( :'(,1
sab ki aan sab ki saan aagya bajrangi bhaijaan,2
Bhai jaan aap 3: 30 par ayenge par ham to subah se baithe hai apke intzar main uska kya bolea.,1
ok come in....lekin kese salman bhai...majak nhi kar rahe,2
Jaldi kar bhai,1
loveu tooooo ur vey handsam,2
bhai jaan aap raipur aaoge kya,1
Salman bhai pbliciti vale film kyo bnate he sethi sathi film bnavo na. Me aapka bhot bda friend hu. Lekin. Kya kru ye sabne afva failai he.,2
dekhte hai bawa,1
Bilkul kab se net pe search kar rahe he aapke gaano k liye bajrangi bhaijaan. ..,1
arre ap to aaynge nhi hm ja rhe h.....,1
sahi baat h bhai.. qki sbka malik ek,2
Kya bat hai bhai,2
Salu  phone numbe ka sawal hai baba :P,1
tik hai bhai jaisa aap bolo,1
hindhustan is my foot pakistaniyo ko galiya kyun dete ap sb kyun pakistniyo ne ap sbki bhene churi hai kiya,0
jo dusaro ko ganda bolte hai woh khud wahi hote hai,0
Desh ka vikas har koi petrol or diseal ke rate bda kar hi kyu krna chahta hai,0
Pata ni kabhi meri b kismat mehrbaan hogi or me b bhai jaan se mil paunga..Ae khuda. Raham..:-) <3,2
Kya baat kya baat kya baat.....!!!!,1
Supar hai boss,2
sallu bhai <3,2
sir itna to koi apni girlfriend ka b wait nae krta pta nae ap ans kyn nae d rhe,1
sallu bhai plz ab toh a o jani,1
I love love u love u love u love u so mach salman khan ek bar mujha apko i love u fac to fac kahna ha,2
Ap ne kya kia h Jo log itne bure coments de rhe han.mje ni pta.kya ap btae ge?,0
Kitne roze hue salman bhai,1
Dekh rahe ho ya nehi?,1
Itne fan's ko nervous kar k aap so kaise sakte ho,2
kia h0A sal00 bai.....?,1
bajrange bhai jan. flim ka nam kyu rakha sallu bhi,1
Batao na bhai mene aapse 3question puche hai,1
Aap salaman acters hi ho ya koi aur jo salaman khan ke nam se acount banae ho aur usaka profile photo lagae ho,1
Sir ji aap se bat karna hai hame,1
Or kuch ho ja na ho par j bnda sarkari paise par duniya jarur ghum lega.,0
Apne glat kiya humlogo k sath,0
Salman khan bn kr yaha kyi logo ne fake msg kiya h.... Bt hm hmesha real hero my salman khan se hmesha pyar krenge,2
musalman ho k... apne log ki baja rha h... ise flop kr do bhadwe ko...,0
Aap ne aisa kaha ho ya na kaha ho i dont care but me Aap ka har ek movie dekhta hu dekhu ga aur hamesha dekh ta hi rahu ga. Love u bhai jaaannn..,1
Bhi bol to ek nambar bollywood ka raja,2
Lanat ho bajrangi shaitan par lanti slman,0
Bhai kaha ho aajao,1
Gud morning bhaijaan,2
Modi ser desh me kharab ho rha anaaaj ???? ???? iske bare me kya soch rhe hy aap,1
NAMASTE SALMAN BHAI  :) ?I AM BIG FAN YOU SUPERSTAR BAJRANGI BAJHAAN VERY VERY BEATUFIL END SALMAN KHNAN VERY VERY VERYVERY VERYY HANDSOME SALMAN KHAN SUPERSTAR (  ??GOLDEN HEART MAN ?? ) MAI TUMSE PYAAR KARTE HUN  :)  ????,2
Pk?????......agar bhagwan ko pujne ke liye ek chhoti si murti ki jarurat ni hai to tum bahanchod hizdo ko itne bade maszid ki kya jarurat hoti hai DHILE LAND KI PAIDAISHO???,0
slam malikam salman,1
Kmal krty ho pandy g itna sara vett??,1
Kar lo bhai sadi acha moka h,1
Please salman tu to janta hai k tere page pe kese kese log hai chiiiii aap ek reply do na please,1
Bhaijaan aapka driving licence bam gaya ya nahi?????,1
koi aur pasand aagai ye ek jagah tik nahi sakte tum,0
mai tumhari jitni achhi nahi dikhti par tumse bhot achhi hun tumhari trah jhutte pyar ka natak nahi karti,0
V good Modi ji aap lege rahe hum aapke sath he,2
bhai aagya bhai aagya,1
bhai ap helpful prson ho sb ko pta h pr ap ki nazae me hlpful prsn kon h,2
waa sallu bhai,2
aliya zain ko kisi ne dekha h kya ??,1
Hello salman baijaan main aap ka bhot bda fan hu Maine lagbag sari pictures dekhi hai,2
Abhi nai bhai,1
Asslawalecom salman bhai..,2
Dhyaan se sir bike se mt gir jaana hahaha,0
Salman best luck for bajrangi bhaijan..hamesha ki tarah iss baar bhi sare record tod degi...inshallah,2
Vadiaa veer ji,1
Salam bhai Jumma mubarak,1
plz modi ji aapke desh basioko samjhaiya ki buddha ka janam nepalmain huwa hain na ki india me.,1
paye kuppi puthe vichil,1
tumne muje msg kya tha plz batao please,1
Kisko bol rahi ho,1
kya bhai kab aarhe ho,1
SK bhai aap shaddi kab karoge muje aap ke son ko dekhna hy,1
sab ka Bhai meri Jan Salman khan,2
jo ganda log hai woh ganda hi rahega according to pychology u cant change anyones behavior woh act karege par change nhi hote !,0
kamaal karte ho,1
Salman bhai agar aap ne apni movie mein Babbu maan ka song le liya to kam se kam 20 laakh fan ek din mein jyada ho jayenge,2
"kya kahu bhai tumhara har stilepe josh hai,mano ya na mano sare ledki tumpe marte hai.jisko chaho apna banalo,khuda ka kasam kabhi na mat bolo.",1
are zarur sallu kamaal krte ho,2
aree salman sir ek baar jo committed phir wo apne aap ki bhi nahi sunte kyun sir,1
sakunga appse bs yahi dua karta hu aapse jald mil saku,2
bb me jo kuch kie kahe sab bhul gae natak tha na sab camera ke liye kie the na,0
kaisa hai sallu bro...,1
Bhai to he to koe gam nae,1
Bhai tyohaar to bhai ka hai tou wo humara hua na,1
Kya karu samaj nhi aara bhot neend aari hai par namaaz is very important s,1
7 mins left......waiting bhai......,1
bhai apna time barabaad mat karo kisi ko koi rply nai milne wala,0
Salman Bhai aap cinta mat karo apki movie ham hit kare ge,2
Is mein koi shak nhi ho gi salman bhai ki movie ho or record na ho,2
chalre sale terishe kon bat karega tu kon hai,1
Namsthe sir jai gurudhev,1
I luv sallu,2
4 baj gaye lekin party abhi baki hai,1
Ye song nahi hi Ye MODI Ji ka mehnat ka rang hi wo ek din pura world me dikhe ga ye to sirf Turkmenistan. hi hai.. Great MODi ji,2
Mee atalji ko bahat pasand kiya tha. Unka adarsh great tha. Uske bad app ayee sir i salute you,2
Kis time kal?,1
bai  g  kab  aooo  ge online,2
Hi gyz me salu hun roop badal k aya hun,1
Vande mataram. ..Jai hind. .Jai bharath,2
es yearss ki super doper film bajrangi bhaijan,2
mujha bhi karni ha baat par kaisa karu ????????,1
Abhe 2 mint han yaar,1
Bhai aa bhi jao ab time ho gya,1
bhai voh owaisi ke chamche hi is fake news ko failarahe hai,0
sar aap se jaruri baat kar na he sar mera no 9747375375,1
Samir Shaikh Shayd bhaijaan ne mazak kiya :-D,1
bhai apne 3:30pm bola tha fir 4:00pm bola ab 4:10pm ho gaya hai .this is not fair,1
Sir aap to India KO bhul gye or gov k paiso PR holiday PR ghum rhe ho aap India me toh dikhai hi nai dete,0
Kahte h ki salman bhai kabi juth nahi bolte,1
Kab bat karenge salman ji app we r waiting ..pls rply....,2
salam vai jan,1
hello sallu bhaijan...,1
Home guard logo ki bhalaye karo pechele baad me bade bade kaam kerna.Chotta sa kaam kerdo pechele,2
kya yaar! aaja shaam hone aayi mausam ne li angdaai! to kiss baat ki hai Ladai...............:p whre r uh?,1
Kutta hai to na to muslim na to hindu,0
sirf ek Selfie lene hai aap ke sath,1
"dekho 4 baj gaye,phir bhi aana tera baki hai.",1
Sir me apka big big fan hu mujy apse call pe bt karni hai ek bar sir mera contact num 03356507139 Skype I.d abdul.rehman6731 plzzzz contact meabdul.rehman.sahabto,1
Salman meri family boht sharif he hm apni bf k sath ayashi waste apne maa baap ki izet khak me nai mila sekte,1
We love you Salman bhai <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3,2
Nhi mili kick,1
Salman bhai plz muj se baat kre plz plz plz,1
no way...pura ek mahina ramzan ki ibadat k baad eid mey aisi movie kon dekhega jaha hanuman chalisa padhaa ja raha ho....,1
Salman ji wakai aap h ki koi fraud bnata h humlogo ko 4 bj gae h,0
Haa hme bharosha h bhai,1
Sab ko Jana hai uper ok is liye apna dakho salman nahi aaya ga ok aur vo to dog hai na Muslim hai na Hindu hai na vo insan hai sif dog hai ok bye bye,1
Sir ji app ksy hoo???Hmlogo k apk flim k bauth din sa intyjar tha so..........Ap k film bajrangi bhaijan jarur dkhgy....We LOVE YOU.SALMAN Sir....,1
niceeeeeeee loveeeeee you bhaijaaan,2
I am here baat kaha krni ha plzzzzzzzzzzz baat kr lo,1
ilove u .. bai.. .. im soo sad ur arresst..,2
teri to saqal bhi dekhne ko dil nahi karta,0
shyad aap busy ho tbi aap rply nhi kr rehe ho nhi to aap jrur rply krte...bt m tb tk wait krungi jb tk aap rply nhi krte...,1
Kya ji modi ji mast lag rhe ho,2
Salman bhai i knw ur a big celebrity par hakk toh hume bhi milna chaye apse baat krne ka !,1
I shw ur movie trailor i like ur al movie.,2
BEHNCHOD Sahil Rehman Roy. BAAP SE FANDA KAREGA TUJHE TERE INBOX ME THOKUGA,0
apka koi v yojna-Plan sahi Trah se upyog nahi ho paya h.....,0
"Modi sir yeh kaunsi jagah chale gaye ho, mere se toh naam bhi sahi se nai liya ja raha...lol :-D",1
Lubbbbb uuuu sallllluuuu,2
ekdum lapak lia bhai. ap de or hum na le.,1
yaha sab mental hai.. ok lage raho yaro,1
kya yar kuch muslim bhai salman bhai se q naraz ho rahe ho salman bhai acha insan he,2
I m from nasik bhai... main sirf aur sirf aapko milne mumbai aaya tha...,2
Mr. KHAN maine aap ki sari baatein suni aur use follow bhi kiya. Trust me.,2
Sach ka samna .roza he ke nahi ye batao?,1
Wah bhai wah,2
Chalo shuru karte ha bhai,1
mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,0
"agar eid pe prof ho gya k bajrangi bhai jan mai muslims k beijaty hovy h to mai apk fan nai rhongy forever,",1
Bhar do jholi meri salman bhai,1
4 mints more,1
"bahi,,kesehe ap??",2
kya yr maine b mis kr diya #uhh,2
love uu salluuu,2
Sale kafir salam mat kar ... namaste kar,0
Bhai aap may bara fan hu please aap number mujhe mallum nhi,1
Yess... bhaaijaan... hum aapke sath hai hamesha.. kuch b ho... love u sir g..,2
bahi 4 baj gaye praty abhi baki hai,1
Salman bhai..... Ki haal chal,1
shadi kab kar rahy ho ye news chahiye ab toh,1
Gud luck ji.. allah aapko sari khushiyo say navajay ..sayad aap humko bhul ghai lakinhamari saash rukh jayghi hum ushkya baad bhi aapko nahi bhulayghay.. allah hafis,2
grt step 4grt relation...nic job sir,2
hmmm taliyao ki awaz abi se meko sunayii se rahi hai hall mai sab sirf ek hi baat bolte hai wah bhai wahi mai sharmake chupke se hasti hu aur love u dilse,2
lovee uuuu saluuuu,2
Aswlkm sahre hogye apki,2
salman ko duniya me jagah na dene ki kiski himmat hai salman k fans salman k sath hai,1
Uske baad last mai apne liye kuch lelungi,1
Last replyyyyy plzz plzzz plzzzz,2
Lovly sallu bhaijine,2
bhai Eid mubarak advance kOi que. nahi puchne k liye tum jiyO hazarO saal allah bless yOu saal bhar saal,2
Salmannnnn aaa intezaar idhar ? tere liye ?,1
Ye faltu logo ka to yehi kam h kisi ko acha nhi dekh sakte,0
Abey thuuuu hai tujh par teri film par aur tere trailer par.,0
mujey pahele aap ki movie bohot bekar lagti thi wanted se sab se acchi lagne lagi aap ki movie bro,1
Salman bhai rat ke 10 bje aayenge. Mob no of salman khan is 9999999999 real h.,1
Assalaam waalaikum bhaijaan...,1
luv u sir. wah sir kya baat Hai. lovely voice. superbbbbbbbbbb idea.,2
Yeh ki yeh namard hai,0
aap ki mujhey ek hebbit bohot acchi lagti h dusro ki madat karna .........like you,2
bhai ap sach me humari savalon ka javab denge na bhai,1
Salman se baat karne ke liye taqdirwala honi chahiye,1
Nazar na lage,2
salman bhai sooraj pancholi ka offical fan page ka link apne wall pe post kardey ...,1
Yeh 7 min toh khatam hi nhi hote. Aap kaha ho jaldi aa jao.,1
background music plz..Phul mangu na bahar mangu Mai to sanam tera pyar mangu ?,1
Wah wah suprb salman khan g gudluck???,2
kiya koi bata sakta hai india Time 3:30 pm UK time kiya hota hai??,1
1 reply tho de dete,1
bhai mujhe apna whats app no. do na roj krenge.....,1
Congrats modi jee,2
Shailly salman bhai online aaenge 3:30 baje Dkhte tujhy rply krenhe ki mujhy :p,1
wtng for ur rply ....plz,2
Aap mre fvrt ho pr aap rpl to kro,2
facku jaldi warna ????,1
Bhai rolaoge kya aa v jao,1
Girna samal nai lage,1
Salman kab aate hai kab jate hai kisi ko pta nhi chalta,0
"Ha ha ,are yha animals kha se agye sb humans hye padli chshma lga ke dekh",0
salman bhai kb se apka wait kr re ky huaa taik tu me iloveu salman bhai,1
4.10 ho gayi ab to :(,1
Bhai pe plz koi rong cmnt na kare,1
Iam waiting bhaijaan,1
Itni saari qurbani dene k baad fir bhi mai galat hoon,1
4 baj gaye lekin salman ji nahin aye. :/,1
Bhai ki chalati he isliye achhe accho ki jalti he.........,2
Aap reply karenge....?,1
Bhai apni dusri site pe busy hai shayad lekin yaha aayenge jarur,1
Aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya Jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,1
Sir baat kr lo plzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1
Kaya hal salman bahi kamal karte ho pande g,1
mja aa gya bhai chat krk,1
Bhaijaan I'm eagerly waiting,1
Bhai main apka bhot bada fan hun dil se bol raha hun.. bole toh apna bhai kaun sallu bhai .... jumaa mubarak wishing you all the best ur new movie. ..,2
Hamesha Bhai bola par tu Bhai bolne k layak nhi,0
Sir ji namo namoHumari muskile kab door hogiKaushambi ki light aur road ka sudhar pichle 10 year se nahi hua,2
Bhaijaan...app tnsn free raho...,1
4 bje gae lekin bhaijan ka abhi ana baaki h,1
Baba ham to lagta he bs intzar ki krte reh jayenge,1
"Modi ji aapnea teo kamaal kar diya ji aap ka kaam deakhatea hi muchha majaa aa jata hai ,tv. Per dekhea nhi ki mud fresh ,congratulations ji",2
eid ki part meri traf sye bhaijaan,1
bhaijaan sultan m negtive role kiska h,1
Bhai mera nasm saaru h jaise aap ka sallu h,1
Bhaiya me bhi kuch karna chata hu pliZz 1 chans me Bhai,1
Plz salman bhai ke bare mein ye galt baate mt likho unhone aapka kya bigara h,1
khud ko fans bolte hai lekin kabhi fans ban nhi sakte kyuki kabhi kosis hee nhi ki samjhne ki bhai ko,0
Gret is gret khan salman,2
Kamal karte ho bajrangi bhaiya itna intzar ;-),1
film me apki pose mast hai bacho ke sath me exclusive pose bhai jaan,2
Bahuth dinonke badu aap ka face me khusi deku rahahu.,1
bhai iftaar farty hai kya?,1
aap ne roja rakha hai ??,2
Hiiii.am ur big fan.i wnt ur photograph wid ur autograph.mera qustn apse h ki apki khubsurti ka raj kya h,1
EID MUBARAK BHAIJAN. .,2
Salman Khan Bhai im wid u wid all ur movie? Inshallah ek baar nhi ..jitne baar ho sake utni baar jaoga bajrangi bhaijaan? baaki logo bhi yehi advice doonga..,2
hy bodegurd you my friende.love you....,2
bhai duva me yad.mahi,2
Bhai shahid ki bhi shadi ho gai aap kab kar rahe ho,1
bhai kaha ho ap hum mar jyge,2
Sir aap mere lye mere roll model h ..mai aaapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hu...kbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga..,2
Kafir ki aulad mai teri movi nhi dekhunga....,0
ek aayas admi tha nehru,1
Hum to hamesa tayaar rehte hain....bas aapki aane ki deri hoti hai.......;-),1
kaha ho bhaijaan...???,1
Sir ji apni kise s wada keya hi,1
Salman bhai mafi Maglo abi time hi..Muslim bina hit karuga Bajrangi Bhaijan ko...kesi karo gi bhai...apka frns group he hi Muslim,0
Asak...aap apni maa se aur apne bhaiyon se bahot pyar kerte hain bahot acha lagta hai,2
avitak 4pm hua nehi kya ?,2
Bajarangi film flop hogiii salman ki. Maaa bahen hoo gii saaaalaaaa chotiya,0
Bhai ne ek barr commitment kar di to wo fir kisiki nahi sunte,1
salman bahi please hum ko bhi chance dena bt krne ka thanks.,2
aray ye kloi kamina he bhi k name se id open kia he bar bar hi hi kar raha,0
kitna paisa kama lega bajrangi,2
kya ho gyaa ?,1
Aapse baat hogi .dil nhi manta.,1
Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,1
Khi BAJRANGI BHAIJAAN KIDNAPDED toh nhi gye! Ab toh12july ko hi pta chalega.,1
Salmon bhai mai Apki boooooohat bari fan hn.,2
Salman bhai mery comnt ka reply krna plzzzzzzzzz,1
Radhe bhai aa bhi jaye ..,1
Jada ghumte mat raho hamlok ko madat karo hamar bare socho jara ham madat magte to mili nahi qq,0
Salman bhai ki produce ki huvi movie achi na ho ehsa ho hi ni skta....,2
hahaha...feeling osmmmm,1
Salman ki diwaniya muj se ek baar chat krlo plzz......,1
Yasmeen Khan. Dimag THIKANE lga kr comnt kr,0
Bhai sallu tumhari pic hogi bindassIs baat pe hai mujhe pura vishvaas..Bas mujhse baat kr loo,2
Bande matramjai hindbharat mata ki jaind indai is greati love my india;->,2
Hi kia hal hy tum kaise ho kia salgira hy tumhari,1
Shahid kapoor ne tumhe invite nahi kiya @BB,0
dekh lena bhaiyya ki film super hit hogi,2
Book kr diya bhai,1
Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.,0
Aslam alekum jumma Mubarak ho sallu Darling...,1
Sir apke sath jo little girl shooting Kar rahe he ek bar boo rath me shooting pe jane se pahle roone lage thi kya???plz reply me.,1
Salman Khan Tum Kafir ho Muslim larki ko bagatai ho sharam karo aj be teezi see pilnai wala Religion islam hai,0
strange..but bht acha kia .... realy feeling happy,2
Muslim hokar muslim ko hi neech bolte ho. .. Allah se daro. ...  ye saari dolat sab kuch yaho reh jayega. .. Khuda se daro,2
Kyo modi ji bihar ke yua berojgar hi rhenge. Bihar ki gandi rajniti me sare yua piss rhe h,0
goodness pic bhai aap bhut ache or smart ho..or m aapka sabse bda fan hu bhai,2
Thik h bahi jaan ham ko bhul gye naa,0
Huuurrrrrrrr salman khan teri aisi ki tesi aur teri movie ki bhi,0
Aaaa bhi jaa.. Aaaa bhi jaa... Bajrangi bhaijaan aaaa bhi jaa,1
kise kaam.ki.nh hai jo ..,0
eid Mubarak ho bahiya,2
Sala.. Terko dusron k time ki kimat mi hai..,1
bhai mujhe aapki film bajrangi bhaijaan ke gaane bhaut pasand  aye,2
jo mujhe req bhejenga mai usse apna nr dungi promise,1
sem 2 u,1
Tum kafar ho,0
Nic salman bai,2
itna intazaar :O :(,1
Nice salman ji,2
"Waoooooo, soo beautiful",2
veerji mainu aapse baat kar ke hi chain aayega,2
Salman bhai abhi tak wait kar rha hu apka,1
Salman murda bad,0
Main aapka bahut bada fan hu,2
Mera ko bhi ek chance de do bajrangi bhaijaan,1
pehle mai musalman hun bad mai bhai ka frnz hunn frenz hai bhajrangi movie flop hogi dekh lena,0
Bhai me aap ke film ka intajar kar raha hu,1
Han bro roza to rahkata hun,1
Arae sur jee pahelae hamare bharat ke bachho ka parao.... Firr vedesh may jao yaar,1
Bajrangi bhaijaan ek no.,2
kamal krte ho panday ji sb fan ko itna wait kra rhe ho,2
"Narendra Modi Yeh kya bakchodi pel rahe ho facebook pe, kaam karlo plz!",0
Koii fadaa nhii yarro .. Sabbbb fake hii,0
plz cm bhai...hm sb wait kr rahe h apka,1
Hy tamanna i wnt 2 frndship wth u,1
woowww! bajrangi bhaijaan superhit hogi... meri bhagwan se prarthna he ki yah film super-duperhit hogi...,2
miss ho gya bhai,1
Sallu aj m bt kiay bgair nh jany wala,1
Mujhe salman khan se milna hai pls help me,1
Jai ho bhai.,1
"Wah wah maja aa gya !! Indian Govt. should host an International Hindi song compitition !! Tarrakki bahut ho gayi ab thoda entertainment ho jai, 'Kyo bhayio aur behno' ???",2
bus ek sawal ka jawad dijye aap mujhse kab milenge,1
salman kuthe dine islam ka gaddar sharam o haya ke hudud se dur hai,0
Bhaiya plz ek bar mujhse bat kar lijiye main bachpan apki fan hu aur apko apna bada bhai manti ht,1
Mane ajtak kisi PM se ITI ke vikas ki bat nahi suni thi muze lagta hai ye ache dino ki survat ho gai hai,2
Keya sach me salman khan ho mujhe jawab dijiye,1
plz cal sallu bhai bangladesh big fan me plz cal +8801719447771 jai ho,2
Ye pakistani bchchi ko ap pakistan apno se milate hain dil khush hojata h dekh kar pori film dekhy gye to mza ajay ga sir,2
eid mobarak ho bhaijaan aap ko,2
Kaha salman khan,1
howz it possibleee.. and ksee bhai jan,1
Salaman to harami he......tu musalman hoke kafir ban gaya he....sale kutte...samne to aa jaan se maar du tuje....,0
modi sir ko namo namo.humko garb hotahe kiuki humare matrubhumi ne yesa birpurus ko janam diyahe.,2
kiski party bewakoof badtameez,0
Puri duniya se ziyada apko like karta Hon,2
"Salman Khan bhai can't wiat...wish aaj hee friday ho... Bajrangi Bhaijaan..in advance, eid mubarak",2
Bhaijan aap ki sari film supar hoti hai or. Main aap ki sari film dekhti hun kash main ek baar aap se mil pati,2
Welcome modi jee,1
hmmm kal muj bhi yahi feel hua tha,1
Sbi congresio se request h wo skill india mai addmission lekar kuch kaam seekh le.. khali baithe dimag khurapat krta h.. ghotale ko apni skill na samze.,2
Aaja bhan k loda apna baap sa baat kr tare maa ka maru bhoxda sala cutta,0
Mr. salman ajkal aap k setare gardish mai aapko sarf 8 hazar comment aate hai oh ho,2
india kbhi bhi china ko peeeche nhi kr paaega.....,0
tm aao na aao hum intzar krenge tum chaho na chaho hum had se v jyda salman ji tmse pyar krenge,2
Kaha ho bhai?,1
AISA MATT KAROO,1
mohammed ji kya salman khan ko sachmooch kisine kidnap kiya h pls bataiye na....,2
jai ho modi jii,2
Hum cnfused ho gaye kya aap baat karenge au hum off line hye jai.,1
Ye koun kutta bola,0
Eid ki party kahape milu bhai,1
agr aana nhi tha to bolna jroori tha :(,0
Sat sat naman,1
Salman g meri asiqi sirf tumse hai,2
Allah se dua hai ke teri film supper supper supper flap ho malon,0
AAH Salman aaj 4 bje khana benana he kel ka time rekhlo dear subha 11 ka aaj nai posible plz try to understand,1
Salman bhai apne kuch  bola tha shayad,1
Bhai 3:30 to kab ke ho gye....aap kha ho pls syd aapka ye mgs aana bhagwan b chahte hai ki aap ek bar meri help karo...pls bhai pls I need ur help pls talk to u pls,1
meri dua aapke sath he,2
Hahaha budha bachiyo ko taar raha h,0
Uski party kisey hona bhai,1
Modi Ji. App mearaku thoda call krdejia. 0096555218960,1
salman fans addme <3,1
Salman bhaijan ko eid mubarak,2
Kitthe reh gaye sallu ji 04:07 ho gye,1
Wow kya baat h itne comment maza aagya re baba re from khushi hasan nd my real name ruby hasan,2
Bajrangbali ka saath Bajrangi ke pas ?rkho viswas ?puri hogi aap ki har aas???????!,1
bhai 4 baj gye,1
i love u salman vai.i always like u vaijan.khuda hamesha apki saath rahega..,2
Osm party salman bhai apka gift,2
bhai 3:30 tha time to,1
Mere kuch samaj mai nhi aara m kya kari hoon,1
Lage raho sallu bhai,1
nahi baat karni hai toh abhi k abhi! nahi toh phir bajrangi bhaijaan ka trailer dekhne me busy hu :),1
Salman vai pls apne dare rakey..vai app ko boss boss lage ga..,1
Salman bhai ajao 200 comnt s kardie mene,2
bhaya ye bhajrangi bhai Jan ko flop krnay k leye ye kaam kya ja raha hy,0
Aray bahi aao ooo na .......??,1
Salman ji aap vul gy kya aap ka ek beta hai??,2
ok koi gal nai ji salman bhai,1
Bhai ajao yaar,1
lo aa gya mai...salman ka fan...swagat nhi kroge hamara?,1
mai apka ek chota sa fain hu,2
are yaar bhai se baat hogi ya nhu,1
nirash kar diya,0
$@lute ! Uss jausbay koo jo Hindustan key Dil main bustaa hain.,2
hello 22 jaan,1
kya Sallu dost ko bhul gya kya,2
"Bhaiiii jaaaan waiting fr uuuu....:(:(:(:(:(:,(:,(:,(",1
salman sir so rhe h....don't disturb,2
im Rohit vasfoda,1
awsome trailer <3,2
Dekte hi kayse hit karta hi film Salman is kamina,0
Chor hai madarchod salman,0
Salman bhai aap ke khilaf kya horaha hai,2
Nice sllu baiiii,2
"Tre bap ne bnai hoti tb b flop nhi hoti ssale,",0
i m ur big fan.kash ek bar apko dkh pati.aur mai zarur augi ek din,2
Modiji apne desh ka tho khayal rakho sirf gumne ke pm bane ho kiya falthi pm hai,0
Hiii salman bhai me aapka bohot bada fan hu aap mujhse bhi baat karenge kya plz,1
Ab 4 40 ho gaye hain.....,2
salman bhai muje ek gaddi gift krde yr ?,1
Good deed modi bhai ji......hme hmara desh fir se golden sparrow bnana h....wo spna sch hoga...jiske liye god n apko select kiya h...thnku god...4 modi ji,2
Swagat nahi karoge humahra..???,1
Bhai bhai bhai bhai.......love u bhai.....,2
Salman aapse milne ke liye Hume kya kare,2
"Itni energy vaala perhaps he koi p.m.raha ho india ka, aapkey liyye bhagvaan se prey kertey hai, sabka saath... Sabka vikas....jai ho",2
Udar hamare indian faoj ko pakistan goliyo se bhuj raha hai or navaj se hath mila rahe hai,0
mobarak ied mobarak ??,1
mai salman ki diwani love u salman ji,2
Ek bar Bihar ko bhi dakhie,1
Ya allah salman agar nahi ana tha to pehle bola kyu thaa,0
sab bekar h..... koi nhi aane wala ..... salman nhi aayega,1
4 pm toh ho gaya abhi taak...........! :(,1
hii.....salman bhai,1
aapka har andaz hi anokha hai janaab,1
Plssssss avi jao ne sallu,1
janno ki jaan bajrangi bhaijaaan.,2
bad karna chahti hun mud thik nahi hai sab so rahe hai mammy aur chhoti bhan college jane ke liye jaldi uthti hai aur rat me bhi 12 1 baj jata hai sote isliye dophar me so jati hai papa bhi so rahe hai,1
Ya allaha sab ko sahe rasta dikha,2
Salman don't worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi,2
Salman mai aapko bhai jaan manta hun lekin mai cahta hun yah film na het ho kaunki yah musalmano ka sawal hai,1
Aap great ho modi ji aapki wajah se hamara sir fakar se ucha ho gaya dunia me jay ho,2
Awsome...isey kehte hain hindustan ki chaap chodna poore duniya me...,2
Pagalo aa gae bus chalo ghus jao bus me jiyada aur rahy yaha to phir apka koi ilaj nhi,0
Bhai ko mera salam,1
Bhai 5 mint rhegaye,1
Poojjya Narendra modiji good evning mera ek swpna hi aapkasaat ek selpy pooto chaiea anugrha deejia ples,1
Salman agar tu ne mujse bat nhi ki na to samjo. Tera mera qissa khtam finish,0
bhai roze se hu jaldi aa hao:'( :'( :'(,1
loveeeeeeeeeeeeeeeeeeeeeeee uuuuuuuuuu salmaannnnnnnnmnmm sir,2
Iam waiting salman bhai,1
Kha pr baat kre,1
ache se samjha ke chali gyi aur mai so gayi,1
Aaj kisiko reply nai milne wala Salman sir ne ullu bnaya,1
PM Saab aapkey swatch BHARAT mission ke Himachal Ki Raajdhaani sey ek tasweer bhejee hai mainey kal. Usey jarur dekh Lena,1
Aya reply aya bhai ka,2
Adha ghantaa badh gya,1
plss salmAn rply kr do ....<3,2
modi ji pakishtan ko muhtod jabab dena hoga,2
salmaan sr...... Aap ne khud kaha k aap hr cmments khud read krte ho..... so kabhi reply ku nahi krte,1
Sab kya hoga,1
RAB ko yaad karu ek fariyaad karu salman khan sir se baat karade ya RABBA salam khan sir ka deedar kara de ya RABBA. BHAI JAAN pls.wheting,1
Kya baat h bhai,1
bhai jaan kidhar ho aap,1
bhai....hum tumhare bareme sab jaante hai..kya question aur kya answer....we love you.....abto bss movie release ho...usi din jashn hoga....Eid mubarak in advance..........,2
"Abi tk chhar n bje k konsi ghadi lga rki h,,",0
